CIN,COMPANY_NAME,REGISTERED_OFFICE_ADDRESS,CITY,STATE,DATE_OF_REGISTRATION,AUTHORIZED_CAPITAL,PAIDUP_CAPITAL,COMPANY_STATUS
U66113332005PTC771940,Pioneer Logistics Private Limited,"Plot 168, Estate, Chennai, TN",Chennai,TN,2005-10-08,5000000,4811883,Dormant
U22844242020PTC474420,Vishwa Logistics Pvt Ltd,"Plot 286, Industrial Area, Ahmedabad, GJ",Ahmedabad,GJ,2020-12-24,2500000,2412384,Active
U70199332010PTC899597,Krishna Foods Trading Co Pvt Ltd,"Plot 13, Estate, Chennai, TN",Chennai,TN,2010-08-25,500000,455969,Active
U79588242015PTC034304,Metro Agro Ventures Pvt Ltd,"Plot 139, Road, Ahmedabad, GJ",Ahmedabad,GJ,2015-10-18,5000000,4280675,Active
U24544272006PTC401558,Balaji Steel Trading Co Pvt Ltd,"Plot 364, MIDC, Pune, MH",Pune,MH,2006-03-11,500000,338871,Active
U46325242018PTC057106,Om Traders Enterprises Pvt Ltd,"Plot 232, Estate, Surat, GJ",Surat,GJ,2018-09-17,100000,62911,Active
U20508082007PTC409661,Everest Chemicals Enterprises Pvt Ltd,"Plot 40, Industrial Area, Jaipur, RJ",Jaipur,RJ,2007-03-09,100000,78795,Active
U78107272012PTC675988,Royal Agro Trading Co Pvt Ltd,"Plot 176, Road, Mumbai, MH",Mumbai,MH,2012-11-26,1000000,640303,Active
U32509292014PTC827608,Prime Logistics Industries Pvt Ltd,"Plot 191, Sector, Bengaluru, KA",Bengaluru,KA,2014-01-05,1000000,499067,Strike Off
U31135292009PTC249462,Jai Textiles Enterprises Pvt Ltd,"Plot 295, MIDC, Bengaluru, KA",Bengaluru,KA,2009-08-09,1000000,429147,Active
U79945242010PTC316209,Jai Textiles Industries Pvt Ltd,"Plot 256, MIDC, Surat, GJ",Surat,GJ,2010-08-11,500000,151503,Active
U98867272009PTC577724,Jai Infrastructure Pvt Ltd,"Plot 206, Colony, Mumbai, MH",Mumbai,MH,2009-04-15,1000000,364736,Active
U12955332011PTC087650,Sagar Pharma Exports Pvt Ltd,"Plot 344, Industrial Area, Chennai, TN",Chennai,TN,2011-09-13,500000,321662,Active
U68402272014PTC916772,Sagar Steel Private Limited,"Plot 373, Estate, Pune, MH",Pune,MH,2014-12-14,2500000,1255109,Active
U53963082021PTC069328,Orion Electronics Ventures Pvt Ltd,"Plot 193, Industrial Area, Jaipur, RJ",Jaipur,RJ,2021-01-14,10000000,9400873,Active
U82596242014PTC514417,Shri Infrastructure Ventures Pvt Ltd,"Plot 300, Sector, Ahmedabad, GJ",Ahmedabad,GJ,2014-08-18,10000000,6244162,Active
U95696082008PTC698261,National Pharma Exports Pvt Ltd,"Plot 331, MIDC, Jaipur, RJ",Jaipur,RJ,2008-01-04,1000000,645135,Strike Off
U25674332020PTC391331,Ganga Foods Trading Co Pvt Ltd,"Plot 9, Sector, Chennai, TN",Chennai,TN,2020-03-19,100000,40229,Active
U16385242016PTC303937,Metro Plastics Exports Pvt Ltd,"Plot 40, Colony, Ahmedabad, GJ",Ahmedabad,GJ,2016-04-25,10000000,4282732,Active
U80047272008PTC608223,Elite Chemicals Pvt Ltd,"Plot 71, Colony, Pune, MH",Pune,MH,2008-05-12,2500000,1470990,Dormant
U90403192022PTC723154,Continental Plastics Ventures Pvt Ltd,"Plot 273, Road, Kolkata, WB",Kolkata,WB,2022-09-23,100000,59214,Dormant
U67925272009PTC932946,Laxmi Plastics Ventures Pvt Ltd,"Plot 176, MIDC, Pune, MH",Pune,MH,2009-12-10,100000,82112,Active
U96479072006PTC538422,Krishna Textiles Industries Pvt Ltd,"Plot 61, Sector, Delhi, DL",Delhi,DL,2006-01-03,1000000,767310,Active
U46356072009PTC994881,Krishna Traders Enterprises Pvt Ltd,"Plot 83, Colony, Delhi, DL",Delhi,DL,2009-12-20,500000,326718,Active
U22934242005PTC969128,Balaji Pharma Enterprises Pvt Ltd,"Plot 358, Colony, Surat, GJ",Surat,GJ,2005-03-15,10000000,9704234,Active
U51193242008PTC129621,Golden Steel Trading Co Pvt Ltd,"Plot 70, Estate, Ahmedabad, GJ",Ahmedabad,GJ,2008-06-23,1000000,689992,Active
U39605332019PTC580823,Silver Infrastructure Ventures Pvt Ltd,"Plot 220, MIDC, Chennai, TN",Chennai,TN,2019-02-27,2500000,2393393,Active
U28791072008PTC413990,Sunrise Foods Trading Co Pvt Ltd,"Plot 53, Road, Delhi, DL",Delhi,DL,2008-03-03,1000000,982645,Active
U86273082013PTC622488,Prime Constructions Industries Pvt Ltd,"Plot 183, Estate, Jaipur, RJ",Jaipur,RJ,2013-11-20,2500000,2478165,Active
U92361082012PTC988182,Bharat Textiles Pvt Ltd,"Plot 378, Industrial Area, Jaipur, RJ",Jaipur,RJ,2012-02-16,10000000,3187242,Active
U96649072007PTC788120,Golden Logistics Enterprises Pvt Ltd,"Plot 339, Estate, Delhi, DL",Delhi,DL,2007-08-17,1000000,679706,Active
U68997072017PTC329840,Pioneer Agro Industries Pvt Ltd,"Plot 236, Industrial Area, Delhi, DL",Delhi,DL,2017-01-06,5000000,3807938,Active
U98476072023PTC514383,Vardhman Plastics Exports Pvt Ltd,"Plot 277, Colony, Delhi, DL",Delhi,DL,2023-08-16,5000000,4490230,Active
U52006272014PTC064408,Shree Electronics Pvt Ltd,"Plot 66, Sector, Pune, MH",Pune,MH,2014-06-26,10000000,7087768,Active
U56041272018PTC059192,Vardhman Logistics Private Limited,"Plot 121, Road, Pune, MH",Pune,MH,2018-05-19,100000,93727,Active
U96214272019PTC905308,Everest Agro Enterprises Pvt Ltd,"Plot 11, Road, Mumbai, MH",Mumbai,MH,2019-08-19,100000,99003,Active
U75107192015PTC527192,Vishal Constructions Enterprises Pvt Ltd,"Plot 86, Colony, Kolkata, WB",Kolkata,WB,2015-05-12,2500000,1103077,Active
U39607092017PTC654912,Aditya Steel Exports Pvt Ltd,"Plot 297, Industrial Area, Lucknow, UP",Lucknow,UP,2017-10-11,1000000,347088,Active
U62730192018PTC263471,Laxmi Plastics Industries Pvt Ltd,"Plot 344, Colony, Kolkata, WB",Kolkata,WB,2018-03-01,10000000,7923321,Active
U66849242024PTC980037,Krishna Foods Exports Pvt Ltd,"Plot 31, Colony, Surat, GJ",Surat,GJ,2024-04-12,2500000,1008551,Active
U64059072011PTC279902,Continental Infrastructure Exports Pvt Ltd,"Plot 83, Sector, Delhi, DL",Delhi,DL,2011-11-20,500000,292053,Active
U94793242018PTC949649,Shri Logistics Private Limited,"Plot 140, MIDC, Ahmedabad, GJ",Ahmedabad,GJ,2018-01-09,1000000,761069,Active
U57636072018PTC704300,Vardhman Steel Industries Pvt Ltd,"Plot 371, MIDC, Delhi, DL",Delhi,DL,2018-04-04,5000000,4070681,Dormant
U88619072012PTC128217,Shakti Traders Enterprises Pvt Ltd,"Plot 300, Road, Delhi, DL",Delhi,DL,2012-07-26,10000000,8207712,Dormant
U43332082018PTC904817,Sagar Traders Exports Pvt Ltd,"Plot 58, Sector, Jaipur, RJ",Jaipur,RJ,2018-09-14,2500000,1944792,Strike Off
U96798092006PTC837751,Shri Foods Ventures Pvt Ltd,"Plot 344, MIDC, Lucknow, UP",Lucknow,UP,2006-05-18,2500000,1291219,Strike Off
U11031082017PTC953984,Sunrise Infrastructure Enterprises Pvt Ltd,"Plot 47, MIDC, Jaipur, RJ",Jaipur,RJ,2017-05-07,500000,470561,Active
U44205072010PTC530931,Om Traders Industries Pvt Ltd,"Plot 309, Road, Delhi, DL",Delhi,DL,2010-09-24,1000000,617283,Active
U62515292005PTC209795,Saraswati Infrastructure Enterprises Pvt Ltd,"Plot 295, Industrial Area, Bengaluru, KA",Bengaluru,KA,2005-02-06,500000,330728,Strike Off
U32738292013PTC720862,Krishna Traders Ventures Pvt Ltd,"Plot 145, MIDC, Bengaluru, KA",Bengaluru,KA,2013-02-14,1000000,427322,Active
U70610192007PTC207898,Prime Foods Ventures Pvt Ltd,"Plot 87, Industrial Area, Kolkata, WB",Kolkata,WB,2007-07-20,2500000,1800687,Active
U25533082020PTC235389,Pioneer Infrastructure Enterprises Pvt Ltd,"Plot 383, Estate, Jaipur, RJ",Jaipur,RJ,2020-07-05,2500000,2248591,Active
U11352082007PTC491659,Bharat Traders Exports Pvt Ltd,"Plot 204, Road, Jaipur, RJ",Jaipur,RJ,2007-04-23,2500000,1989793,Active
U49650092017PTC413870,Everest Plastics Pvt Ltd,"Plot 298, MIDC, Lucknow, UP",Lucknow,UP,2017-05-06,5000000,3224939,Active
U25314292013PTC328487,Shri Chemicals Industries Pvt Ltd,"Plot 144, Road, Bengaluru, KA",Bengaluru,KA,2013-06-14,1000000,931954,Active
U82833082009PTC894471,Orion Constructions Exports Pvt Ltd,"Plot 226, Industrial Area, Jaipur, RJ",Jaipur,RJ,2009-04-05,100000,46090,Active
U67870082006PTC373839,Balaji Plastics Industries Pvt Ltd,"Plot 235, Estate, Jaipur, RJ",Jaipur,RJ,2006-02-28,10000000,9068155,Active
U84814272021PTC189341,Silver Steel Private Limited,"Plot 394, Estate, Mumbai, MH",Mumbai,MH,2021-11-04,1000000,318173,Active
U30155072015PTC030278,Om Pharma Ventures Pvt Ltd,"Plot 363, Road, Delhi, DL",Delhi,DL,2015-08-15,10000000,9686410,Active
U37704092009PTC905214,Shri Constructions Enterprises Pvt Ltd,"Plot 166, Industrial Area, Lucknow, UP",Lucknow,UP,2009-12-03,5000000,4831650,Active
U37292072005PTC170856,Sunrise Agro Enterprises Pvt Ltd,"Plot 332, Road, Delhi, DL",Delhi,DL,2005-03-04,1000000,643591,Active
U68385192020PTC928423,Sunrise Pharma Enterprises Pvt Ltd,"Plot 289, Colony, Kolkata, WB",Kolkata,WB,2020-07-03,2500000,2169240,Active
U94883082012PTC719572,Balaji Chemicals Industries Pvt Ltd,"Plot 270, Road, Jaipur, RJ",Jaipur,RJ,2012-11-17,100000,50349,Active
U84519242014PTC050047,Sagar Steel Pvt Ltd,"Plot 263, Industrial Area, Ahmedabad, GJ",Ahmedabad,GJ,2014-09-14,2500000,915347,Active
U24933242005PTC776488,Vardhman Pharma Private Limited,"Plot 94, Estate, Surat, GJ",Surat,GJ,2005-01-03,2500000,2284321,Active
U37665272010PTC194079,Om Foods Trading Co Pvt Ltd,"Plot 133, Road, Pune, MH",Pune,MH,2010-02-14,5000000,1562703,Active
U49688092020PTC648544,Continental Electronics Enterprises Pvt Ltd,"Plot 354, Road, Lucknow, UP",Lucknow,UP,2020-12-22,2500000,2158121,Active
U92058192018PTC899877,Golden Chemicals Industries Pvt Ltd,"Plot 217, Industrial Area, Kolkata, WB",Kolkata,WB,2018-02-06,500000,408573,Active
U61345332023PTC053396,Royal Textiles Pvt Ltd,"Plot 323, Road, Chennai, TN",Chennai,TN,2023-07-14,2500000,2039887,Active
U90149242023PTC980714,Balaji Textiles Trading Co Pvt Ltd,"Plot 10, Estate, Surat, GJ",Surat,GJ,2023-10-11,5000000,1722286,Active
U67177272019PTC021818,National Infrastructure Exports Pvt Ltd,"Plot 99, Estate, Pune, MH",Pune,MH,2019-06-15,500000,327672,Active
U98225242018PTC684197,Vishwa Chemicals Trading Co Pvt Ltd,"Plot 107, Sector, Ahmedabad, GJ",Ahmedabad,GJ,2018-12-24,100000,76693,Active
U40765082014PTC219607,Continental Plastics Pvt Ltd,"Plot 33, Sector, Jaipur, RJ",Jaipur,RJ,2014-07-04,5000000,2293415,Active
U24539082019PTC111036,Vishal Electronics Trading Co Pvt Ltd,"Plot 53, Colony, Jaipur, RJ",Jaipur,RJ,2019-01-17,100000,41693,Active
U75325082021PTC768137,Pioneer Steel Private Limited,"Plot 332, Sector, Jaipur, RJ",Jaipur,RJ,2021-06-27,500000,193044,Active
U58815072013PTC749942,Shakti Agro Enterprises Pvt Ltd,"Plot 323, Road, Delhi, DL",Delhi,DL,2013-04-05,5000000,2976027,Active
U29082272019PTC807563,Shree Foods Ventures Pvt Ltd,"Plot 265, Industrial Area, Mumbai, MH",Mumbai,MH,2019-02-11,1000000,581155,Active
U17577292023PTC662289,Balaji Constructions Trading Co Pvt Ltd,"Plot 152, Estate, Bengaluru, KA",Bengaluru,KA,2023-07-22,10000000,6875272,Active
U94394242019PTC215099,Everest Plastics Trading Co Pvt Ltd,"Plot 317, Road, Ahmedabad, GJ",Ahmedabad,GJ,2019-08-23,1000000,921372,Active
U38014272014PTC097329,Ganga Plastics Enterprises Pvt Ltd,"Plot 88, Nariman Point Business Centre, Mumbai, MH",Mumbai,MH,2014-09-11,2000000,992032,Active
U41632272014PTC872656,Shakti Infrastructure Exports Pvt Ltd,"Plot 88, Nariman Point Business Centre, Mumbai, MH",Mumbai,MH,2014-07-17,500000,419595,Active
U56461272018PTC129828,Shri Constructions Pvt Ltd,"Plot 88, Nariman Point Business Centre, Mumbai, MH",Mumbai,MH,2018-08-10,2000000,1684230,Active
U86230272022PTC593072,Balaji Constructions Exports Pvt Ltd,"Plot 88, Nariman Point Business Centre, Mumbai, MH",Mumbai,MH,2022-09-28,2000000,1080605,Active
U85073272022PTC705098,Bharat Foods Industries Pvt Ltd,"Plot 88, Nariman Point Business Centre, Mumbai, MH",Mumbai,MH,2022-09-24,500000,231568,Active
U57352272022PTC476379,Jai Chemicals Exports Pvt Ltd,"Plot 88, Nariman Point Business Centre, Mumbai, MH",Mumbai,MH,2022-07-27,1000000,449168,Active
U72423272012PTC225218,Golden Steel Enterprises Pvt Ltd,"Plot 88, Nariman Point Business Centre, Mumbai, MH",Mumbai,MH,2012-11-17,1000000,752943,Active
U26662192021PTC508313,Balaji Pharma Private Limited,"Plot 74, Colony, Kolkata, WB",Kolkata,WB,2021-06-14,5000000,0,Active
U72043192021PTC034192,Aditya Chemicals Trading Co Pvt Ltd,"Plot 74, Colony, Kolkata, WB",Kolkata,WB,2021-06-08,1000000,0,Active
U84942192021PTC303658,Jai Traders Enterprises Pvt Ltd,"Plot 74, Colony, Kolkata, WB",Kolkata,WB,2021-06-08,2500000,0,Active
U87283192021PTC442245,Shri Infrastructure Enterprises Pvt Ltd,"Plot 74, Colony, Kolkata, WB",Kolkata,WB,2021-06-06,1000000,0,Active
U55698192021PTC070847,Pioneer Textiles Industries Pvt Ltd,"Plot 74, Colony, Kolkata, WB",Kolkata,WB,2021-06-10,5000000,0,Active
U59454192021PTC498313,Bharat Plastics Exports Pvt Ltd,"Plot 74, Colony, Kolkata, WB",Kolkata,WB,2021-06-10,2500000,0,Active
U21706192021PTC838664,Silver Agro Private Limited,"Plot 74, Colony, Kolkata, WB",Kolkata,WB,2021-06-09,2500000,0,Active
U68077192021PTC771661,Pioneer Chemicals Exports Pvt Ltd,"Plot 74, Colony, Kolkata, WB",Kolkata,WB,2021-06-03,5000000,0,Active
U83537192021PTC676499,Jai Constructions Trading Co Pvt Ltd,"Plot 74, Colony, Kolkata, WB",Kolkata,WB,2021-06-04,1000000,0,Active
U12486272022PTC288320,Vishal Logistics Private Limited,"Plot 62, Road, Pune, MH",Pune,MH,2022-02-23,5000000,0,Active
U51999272022PTC421316,Pioneer Textiles Enterprises Pvt Ltd,"Plot 273, MIDC, Pune, MH",Pune,MH,2022-02-14,1000000,0,Active
U60070272022PTC269671,Om Steel Pvt Ltd,"Plot 62, Road, Pune, MH",Pune,MH,2022-02-18,1000000,0,Active
U43496272022PTC805626,Om Chemicals Enterprises Pvt Ltd,"Plot 273, MIDC, Pune, MH",Pune,MH,2022-02-14,5000000,0,Active
U52636272022PTC190273,Metro Agro Pvt Ltd,"Plot 62, Road, Pune, MH",Pune,MH,2022-02-11,1000000,0,Active
U59219272022PTC987316,Continental Steel Pvt Ltd,"Plot 273, MIDC, Pune, MH",Pune,MH,2022-02-07,1000000,0,Active
U18579242020PTC507691,Shree Agro Exports Pvt Ltd,"Plot 284, Estate, Ahmedabad, GJ",Ahmedabad,GJ,2020-11-09,1000000,0,Active
U42285242020PTC800041,Sagar Constructions Ventures Pvt Ltd,"Plot 284, Estate, Ahmedabad, GJ",Ahmedabad,GJ,2020-11-09,2500000,0,Active
U36667242020PTC820911,National Logistics Trading Co Pvt Ltd,"Plot 284, Estate, Ahmedabad, GJ",Ahmedabad,GJ,2020-11-11,5000000,0,Active
U47912242020PTC684782,National Textiles Pvt Ltd,"Plot 284, Estate, Ahmedabad, GJ",Ahmedabad,GJ,2020-11-11,2500000,0,Active
U37886242020PTC613584,Continental Plastics Enterprises Pvt Ltd,"Plot 284, Estate, Ahmedabad, GJ",Ahmedabad,GJ,2020-11-08,1000000,0,Active
